longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.660004,34.020000,11,3358,504,1690,482,6.754400,207900,INLAND
-117.220001,32.820000,22,3738,795,1476,728,3.796300,303100,NEAR OCEAN
-121.160004,37.730000,7,4956,941,3006,915,3.442600,139000,INLAND
-117.970001,33.669998,25,3906,660,1809,622,5.676500,265100,<1H OCEAN
-120.400002,37.980000,19,2010,433,910,390,2.669600,121200,INLAND
-118.949997,34.169998,23,2630,404,1184,385,5.295500,247600,<1H OCEAN
-117.989998,34.119999,35,1040,231,1040,242,2.539500,139200,INLAND
-118.440002,34.029999,37,1193,205,488,224,3.625000,357600,<1H OCEAN
-121.059998,39.040001,15,1999,287,585,246,5.516100,361900,INLAND
-120.959999,37.540001,29,1468,245,747,231,3.464300,125000,INLAND
-122.139999,37.669998,37,3156,534,1495,543,4.812500,188300,NEAR BAY
-121.279999,38.099998,13,2432,586,1441,606,2.555600,133100,INLAND
-118.120003,34.070000,45,1770,423,1410,389,3.059200,212500,<1H OCEAN
-117.860001,33.830002,23,2377,403,1101,408,5.343900,227100,<1H OCEAN
-122.500000,37.759998,45,1673,377,1078,393,3.339300,272300,NEAR OCEAN
-118.260002,34.000000,37,2615,697,2484,630,1.920800,103400,<1H OCEAN
-117.709999,33.970001,10,10856,2278,6474,2199,3.851000,137200,INLAND
-121.879997,37.290001,44,2026,396,908,383,4.140600,274100,<1H OCEAN
-118.269997,34.139999,10,1060,332,1025,288,3.007400,175000,<1H OCEAN
-120.279999,37.900002,17,1047,212,530,196,2.153800,153300,INLAND
-118.610001,34.380001,2,5989,883,1787,613,6.691600,329500,INLAND
-118.489998,34.020000,29,2709,799,1238,793,3.156300,330000,<1H OCEAN
-117.070000,32.750000,37,2690,549,1219,524,2.314800,154200,NEAR OCEAN
-124.169998,40.770000,30,1895,366,990,359,2.222700,81300,NEAR OCEAN
-118.110001,34.020000,17,9559,1911,5279,1844,5.151500,318900,<1H OCEAN
-120.349998,40.630001,33,240,49,63,22,3.625000,200000,INLAND
-121.220001,37.820000,13,4452,949,2740,937,3.196400,141500,INLAND
-118.300003,33.860001,35,1511,274,853,308,4.979200,251300,<1H OCEAN
-118.400002,33.900002,38,2868,466,1098,438,7.905900,477100,<1H OCEAN
-118.139999,33.779999,42,1898,488,940,483,3.410700,233300,NEAR OCEAN
-122.489998,37.680000,35,2405,461,1583,471,5.065900,238000,NEAR OCEAN
-121.750000,36.950001,27,1580,303,1066,306,4.707100,202700,<1H OCEAN
-117.180000,32.830002,27,2346,399,1105,373,4.270800,182800,NEAR OCEAN
-121.379997,38.410000,7,6091,921,2916,886,4.755700,150400,INLAND
-121.339996,37.959999,27,1839,442,2010,416,2.128400,59400,INLAND
-122.000000,36.970001,39,2702,646,1136,491,2.894100,256700,NEAR OCEAN
-117.120003,34.459999,17,1613,326,765,300,2.682700,110400,INLAND
-117.959999,33.849998,35,1175,191,568,186,4.125000,189200,<1H OCEAN
-122.769997,38.919998,26,712,140,293,100,4.011900,119400,INLAND
-117.690002,33.650002,16,5805,852,2356,795,6.106200,274600,<1H OCEAN
-117.320000,33.990002,27,5464,850,2400,836,4.711000,133500,INLAND
-117.129997,34.070000,34,2405,541,1342,514,2.803100,86900,INLAND
-122.470001,37.740002,52,2055,265,735,252,8.118900,500001,NEAR BAY
-118.080002,34.580002,5,1113,186,631,168,4.171900,146600,INLAND
-122.199997,37.459999,40,1723,208,976,209,9.889200,500001,NEAR OCEAN
-117.110001,32.730000,27,3160,627,1628,612,3.886400,132600,NEAR OCEAN
-118.199997,33.910000,43,1381,278,1494,298,3.587800,118400,<1H OCEAN
-119.730003,34.419998,23,1364,227,638,238,5.327900,413900,NEAR OCEAN
-122.230003,37.770000,52,769,206,612,183,2.570000,72000,NEAR BAY
-122.489998,37.689999,35,2644,456,1465,430,4.937500,277000,NEAR OCEAN
-120.800003,37.549999,18,1802,335,1110,329,3.164100,96300,INLAND
-120.989998,37.610001,39,512,132,443,127,1.285700,60000,INLAND
-117.110001,33.740002,18,4799,1035,1966,944,2.118200,71300,INLAND
-117.639999,34.150002,16,2896,404,1165,379,6.455900,392900,INLAND
-117.239998,34.590000,4,5027,797,1869,686,3.550700,186100,INLAND
-119.940002,38.959999,20,1451,386,467,255,1.553600,212500,INLAND
-121.400002,38.549999,26,2697,398,1088,389,5.000000,142500,INLAND
-121.889999,39.709999,26,2741,451,1217,437,3.700700,139200,INLAND
-117.419998,34.590000,8,5445,1360,3220,1214,1.756700,69500,INLAND
-122.269997,37.880001,52,1693,391,669,367,3.541700,287500,NEAR BAY
-118.290001,34.090000,34,2716,1114,2991,1021,1.751400,187500,<1H OCEAN
-118.330002,34.000000,24,873,320,529,308,0.930400,151600,<1H OCEAN
-117.500000,33.869999,4,6755,1017,2866,850,5.049300,239800,INLAND
-122.070000,38.270000,8,6761,1234,3237,1177,4.358600,173400,INLAND
-118.169998,34.680000,13,5341,773,2288,724,6.677200,185600,INLAND
-122.080002,37.389999,46,1115,248,543,248,3.208300,334300,NEAR BAY
-122.139999,37.430000,52,1327,190,467,189,12.590200,500001,NEAR BAY
-117.370003,34.099998,10,3404,855,1656,675,1.697700,91300,INLAND
-121.930000,37.709999,26,4822,845,2288,805,4.228100,206000,<1H OCEAN
-121.279999,37.919998,36,499,115,451,124,2.170500,60300,INLAND
-117.120003,32.779999,4,2782,817,1309,787,4.262100,124200,NEAR OCEAN
-121.430000,38.540001,44,1879,359,791,345,3.150000,101500,INLAND
-118.279999,34.240002,29,3390,580,1543,576,5.618400,316900,<1H OCEAN
-121.629997,38.669998,34,431,85,391,77,2.625000,225000,INLAND
-122.040001,37.259998,24,4973,709,1692,696,7.862700,500001,<1H OCEAN
-119.070000,36.080002,5,2693,508,1785,491,3.000000,71000,INLAND
-121.860001,37.340000,40,2277,508,1718,434,3.008900,185200,<1H OCEAN
-121.330002,38.680000,13,5826,1411,2244,1219,1.909300,142900,INLAND
-119.680000,36.310001,12,2739,535,1859,498,2.993600,60600,INLAND
-117.300003,34.540001,25,2546,488,1338,487,3.259600,85400,INLAND
-120.680000,35.480000,15,2608,525,1351,502,2.779800,205800,<1H OCEAN
-122.010002,37.910000,21,10093,1269,3645,1219,7.687700,367700,NEAR BAY
-117.730003,34.119999,26,1279,163,412,157,6.173100,293800,INLAND
-118.230003,34.150002,40,2124,370,998,372,5.336900,370400,<1H OCEAN
-121.820000,37.250000,16,2650,600,1969,586,3.946100,194300,<1H OCEAN
-122.330002,40.570000,16,2777,503,1432,500,2.559200,75900,INLAND
-117.330002,34.150002,28,1473,333,1196,312,1.699300,67800,INLAND
-118.349998,33.950001,28,4770,1328,3201,1196,2.681000,147700,<1H OCEAN
-117.720001,33.509998,17,3617,597,1176,571,5.133000,324000,<1H OCEAN
-121.849998,39.740002,41,2901,689,1426,632,1.563300,84500,INLAND
-118.430000,34.290001,38,1704,347,1384,374,2.865000,155500,<1H OCEAN
-118.480003,34.270000,34,1231,222,702,222,4.932300,223700,<1H OCEAN
-116.540001,33.810001,31,6814,1714,2628,1341,2.117600,124100,INLAND
-120.669998,37.970001,9,7450,1475,2233,930,2.652800,133000,INLAND
-118.339996,33.869999,28,2948,566,1445,524,5.374300,286500,<1H OCEAN
-122.709999,38.439999,27,966,251,462,230,1.700000,350000,<1H OCEAN
-116.959999,32.799999,16,3920,1094,2612,1023,1.329100,120800,<1H OCEAN
-118.320000,33.730000,25,1099,168,407,159,7.688600,500001,NEAR OCEAN
-117.580002,33.660000,4,3305,644,1693,597,5.249700,215000,<1H OCEAN
-118.029999,33.919998,30,1414,332,1307,315,3.000000,158300,<1H OCEAN
-117.980003,35.099998,4,923,166,352,135,4.572400,84500,INLAND
-117.459999,34.040001,3,12870,2315,5820,1759,4.242900,147300,INLAND
-118.400002,34.180000,32,3724,899,1912,791,3.571100,312700,<1H OCEAN
-118.260002,33.950001,44,1481,329,999,315,1.514700,94600,<1H OCEAN
-121.290001,38.130001,20,3168,514,1390,490,5.000000,154800,INLAND
-121.349998,38.549999,22,2607,411,1216,407,5.042700,126900,INLAND
-118.160004,33.970001,31,1363,428,1897,364,2.392900,191100,<1H OCEAN
-120.300003,37.990002,23,1908,383,984,374,2.517000,153500,INLAND
-121.300003,38.660000,32,2915,492,1292,454,3.318800,117100,INLAND
-119.029999,35.340000,36,3474,645,1679,616,2.725600,71900,INLAND
-117.040001,32.630001,26,2756,422,1166,398,5.135400,181600,NEAR OCEAN
-118.260002,34.070000,30,929,238,763,214,2.522700,187500,<1H OCEAN
-119.739998,34.439999,26,4257,1031,1861,950,3.404700,294500,NEAR OCEAN
-118.360001,33.910000,42,1949,422,1184,423,4.333300,225600,<1H OCEAN
-122.230003,37.790001,49,1175,217,859,219,2.293000,106300,NEAR BAY
-118.120003,34.180000,47,2344,513,1537,481,3.477700,230600,INLAND
-117.500000,34.000000,15,1929,317,1237,316,4.406300,128500,INLAND
-122.459999,37.779999,52,4140,984,2030,892,3.423600,376800,NEAR BAY
-118.220001,34.049999,36,1243,470,1668,444,1.071400,137500,<1H OCEAN
-121.629997,39.139999,39,1874,411,822,377,2.503800,68300,INLAND
-117.730003,34.060001,34,344,108,315,119,3.178600,117800,INLAND
-121.610001,39.520000,24,1610,324,909,323,1.866100,59800,INLAND
-121.510002,38.560001,43,1048,312,1320,294,1.064900,137500,INLAND
-118.510002,34.160000,23,11154,1995,4076,1809,5.460900,500001,<1H OCEAN
-118.879997,35.340000,20,1351,255,762,253,2.111100,105300,INLAND
-121.400002,36.380001,39,2288,529,1449,410,3.328900,190600,<1H OCEAN
-117.660004,33.459999,28,1261,233,609,242,5.102400,312700,<1H OCEAN
-120.959999,40.279999,19,683,139,302,111,2.500000,64100,INLAND
-118.110001,34.060001,16,2416,565,1750,514,2.822900,163700,<1H OCEAN
-118.480003,34.139999,31,9320,1143,2980,1109,10.359900,500001,<1H OCEAN
-122.059998,37.860001,16,5187,1014,1512,986,4.455100,252400,NEAR BAY
-118.309998,34.119999,39,3895,561,1271,536,8.007300,500001,<1H OCEAN
-122.209999,37.490002,24,2528,947,2437,861,2.274600,225000,NEAR BAY
-122.339996,40.509998,16,2247,502,1206,463,1.994600,119200,INLAND
-118.050003,33.959999,37,2622,652,2778,644,2.971400,160300,<1H OCEAN
-118.309998,33.860001,29,2243,361,1051,352,6.663200,325200,<1H OCEAN
-116.349998,34.130001,9,1969,406,805,349,1.549100,62300,INLAND
-118.379997,33.869999,27,2287,491,1101,466,4.675000,316900,<1H OCEAN
-118.089996,33.880001,27,3119,635,1887,567,3.865400,195300,<1H OCEAN
-121.500000,38.570000,41,1124,344,807,316,1.471200,94600,INLAND
-118.180000,33.980000,36,903,266,1068,251,3.039800,165400,<1H OCEAN
-118.150002,33.770000,27,3043,787,1398,747,3.552800,271100,NEAR OCEAN
-118.430000,34.240002,35,1416,261,995,272,3.714300,178700,<1H OCEAN
-118.160004,34.020000,42,814,216,773,208,2.531300,156900,<1H OCEAN
-117.940002,33.779999,40,299,68,163,70,3.012500,166100,<1H OCEAN
-117.290001,34.110001,48,1498,448,1586,455,1.168700,70800,INLAND
-118.440002,34.200001,36,2698,623,1544,554,2.737500,234900,<1H OCEAN
-117.480003,33.939999,29,1625,336,1046,320,3.198500,117300,INLAND
-121.000000,39.750000,8,1116,214,27,39,2.589300,83000,INLAND
-117.959999,33.980000,25,1259,184,599,170,5.740700,302200,<1H OCEAN
-117.330002,33.240002,13,4543,881,2298,870,2.938600,143400,NEAR OCEAN
-118.739998,34.259998,27,3467,545,1798,493,4.871700,204100,<1H OCEAN
-122.470001,37.889999,23,10774,1736,3895,1683,7.290500,500001,NEAR BAY
-121.260002,37.880001,42,465,93,256,93,3.171900,158300,INLAND
-118.290001,34.009998,42,814,223,511,188,2.394200,123200,<1H OCEAN
-121.949997,37.279999,19,7027,1847,3759,1753,3.150900,242900,<1H OCEAN
-117.519997,33.889999,2,17978,3217,7305,2463,5.169500,220800,INLAND
-121.000000,37.650002,17,484,202,198,204,0.682500,187500,INLAND
-118.010002,33.759998,26,2141,597,2038,585,2.298100,177700,<1H OCEAN
-121.430000,37.750000,34,1280,268,754,294,3.133300,132000,INLAND
-119.650002,36.509998,30,1671,319,966,282,3.133300,100000,INLAND
-121.480003,38.590000,52,1186,341,1038,320,1.611600,70500,INLAND
-121.889999,36.599998,19,656,200,248,173,1.265600,500000,<1H OCEAN
-120.830002,37.520000,6,1488,252,773,259,4.185900,150000,INLAND
-118.540001,34.189999,22,3380,790,2199,737,2.573900,239200,<1H OCEAN
-117.129997,34.240002,17,2828,506,673,274,5.256300,144100,INLAND
-121.459999,37.730000,20,2039,373,862,330,5.162900,222900,INLAND
-118.099998,33.860001,21,3052,624,1588,568,4.339700,268100,<1H OCEAN
-122.239998,37.830002,52,2449,312,916,316,8.119400,471600,NEAR BAY
-117.949997,33.830002,31,2421,389,1348,413,4.939400,217800,<1H OCEAN
-121.779999,36.930000,21,2794,662,2236,565,2.405300,178400,<1H OCEAN
-119.709999,36.830002,15,2727,500,1228,436,3.507800,109000,INLAND
-121.180000,38.830002,15,4488,859,2114,805,2.948400,124400,INLAND
-121.800003,37.689999,17,3956,639,2222,662,5.432400,215500,INLAND
-117.629997,33.450001,5,3549,604,1571,534,5.370500,363500,NEAR OCEAN
-118.110001,33.939999,36,1949,319,909,325,5.158700,296600,<1H OCEAN
-117.620003,34.110001,31,2561,414,1204,435,4.463700,192800,INLAND
-122.430000,37.770000,52,2416,620,1188,591,2.388700,337500,NEAR BAY
-121.610001,36.689999,19,9899,2617,11272,2528,2.024400,118500,<1H OCEAN
-122.459999,37.700001,37,1028,275,904,261,3.503500,238600,NEAR OCEAN
-117.949997,33.709999,16,6058,1715,3285,1495,3.413300,290900,<1H OCEAN
-121.940002,37.290001,22,2593,637,1249,623,3.750000,212500,<1H OCEAN
-117.080002,32.750000,20,1989,508,1452,462,2.007700,118300,NEAR OCEAN
-122.370003,37.590000,39,4645,1196,2156,1113,3.441200,353800,NEAR OCEAN
-120.269997,37.119999,42,1142,236,597,210,1.727900,52300,INLAND
-117.750000,34.080002,33,1067,194,600,201,4.036800,139100,INLAND
-118.290001,33.740002,52,1438,472,1018,399,2.218800,306700,NEAR OCEAN
-117.360001,34.080002,4,8866,1832,4775,1554,3.734800,125800,INLAND
-121.830002,37.360001,22,3936,860,3508,877,4.231200,183800,<1H OCEAN
-117.610001,34.139999,14,15809,2485,7363,2410,5.519800,245600,INLAND
-119.860001,36.810001,4,4530,1070,1804,837,3.394200,72100,INLAND
-120.470001,37.320000,15,3952,984,2024,1026,2.558000,121600,INLAND
-122.550003,38.070000,38,3392,709,1894,713,3.057300,350800,NEAR BAY
-121.870003,37.459999,43,91,12,58,16,15.000100,500001,<1H OCEAN
-117.970001,33.790001,34,2456,410,1289,442,4.181800,224200,<1H OCEAN
-121.279999,37.900002,28,371,71,171,70,0.961400,55700,INLAND
-118.150002,33.919998,40,1335,281,804,282,4.319400,198400,<1H OCEAN
-117.669998,35.630001,32,3661,787,1613,706,3.068700,63500,INLAND
-117.129997,32.799999,35,2129,382,1044,350,3.973200,174900,NEAR OCEAN
-117.050003,32.669998,16,2168,343,1589,338,5.486300,153800,NEAR OCEAN
-121.239998,40.310001,36,1597,301,632,262,3.596200,93600,INLAND
-122.830002,38.580002,17,5199,1023,2036,890,3.245200,168800,<1H OCEAN
-117.050003,33.130001,22,2427,390,1099,362,5.232300,167500,<1H OCEAN
-118.169998,33.840000,45,1853,328,945,320,5.078700,219200,<1H OCEAN
-116.080002,33.860001,16,381,89,182,75,2.425000,76100,INLAND
-118.620003,34.169998,32,1491,355,756,296,3.040400,262800,<1H OCEAN
-122.430000,37.750000,52,1970,495,871,474,4.062500,355600,NEAR BAY
-117.599998,33.650002,4,3134,504,1599,485,6.246400,233900,<1H OCEAN
-122.650002,38.990002,16,4279,951,1596,666,1.857100,75900,INLAND
-118.400002,34.060001,47,3652,967,1438,887,3.696400,500001,<1H OCEAN
-121.970001,38.040001,38,2505,554,1595,498,2.583300,83500,INLAND
-122.300003,37.930000,34,2254,357,715,306,4.500000,304000,NEAR BAY
-118.379997,33.959999,44,2395,458,1287,450,4.692300,299000,<1H OCEAN
-121.449997,38.639999,23,1481,343,1079,315,1.867000,60600,INLAND
-122.790001,38.540001,5,3986,737,1887,687,3.776800,213800,<1H OCEAN
-121.860001,37.700001,13,9621,1344,4389,1391,6.682700,313700,INLAND
-117.099998,33.139999,7,10665,2576,4917,2424,2.317100,159500,<1H OCEAN
-122.029999,36.959999,40,584,126,316,139,3.593800,243500,NEAR OCEAN
-121.470001,38.490002,17,3595,790,2760,770,2.323300,78800,INLAND
-120.839996,37.400002,7,2773,530,1374,505,2.621400,103800,INLAND
-121.639999,36.820000,18,1819,283,919,295,4.169600,222500,<1H OCEAN
-122.099998,37.360001,35,2063,266,676,252,8.529400,500001,NEAR BAY
-118.330002,33.900002,21,6603,1984,5546,1745,2.609100,163900,<1H OCEAN
-122.500000,37.770000,52,2299,441,1252,415,5.056200,336700,NEAR BAY
-119.300003,34.389999,35,3079,579,1807,589,4.690000,199300,NEAR OCEAN
-117.830002,33.770000,26,4931,853,2249,818,4.275000,285400,<1H OCEAN
-118.099998,33.830002,37,2059,349,825,334,4.060300,225200,<1H OCEAN
-117.870003,34.040001,7,27700,4179,15037,4072,6.628800,339700,<1H OCEAN
-117.790001,33.700001,6,1593,371,832,379,4.428600,239500,<1H OCEAN
-121.339996,38.020000,30,4375,689,2038,709,5.120200,133800,INLAND
-118.019997,33.750000,26,2989,479,1596,475,5.715700,231200,<1H OCEAN
-117.900002,34.090000,34,1562,272,825,266,4.125000,220800,<1H OCEAN
-119.190002,34.209999,27,1887,487,1339,428,2.918500,224500,NEAR OCEAN
-121.839996,36.939999,29,4921,967,2319,823,4.951700,307900,NEAR OCEAN
-118.370003,33.849998,34,2415,404,1278,414,6.159900,341200,<1H OCEAN
-117.809998,33.790001,25,5950,1155,4528,1064,4.256400,204600,<1H OCEAN
-118.410004,33.959999,15,412,128,310,137,3.979200,266700,<1H OCEAN
-118.440002,34.220001,36,1191,266,718,248,3.461200,178800,<1H OCEAN
-118.410004,34.189999,37,1993,425,939,400,2.802100,224600,<1H OCEAN
-118.029999,34.060001,24,2469,731,3818,712,2.544500,151400,<1H OCEAN
-121.150002,39.000000,15,4145,691,1872,680,4.355300,220600,INLAND
-122.480003,37.790001,52,4683,1055,2246,975,4.114800,457800,NEAR BAY
-119.019997,36.049999,22,2078,431,1336,456,2.220200,65200,INLAND
-121.330002,38.040001,15,1933,280,965,260,4.647700,142700,INLAND
-117.080002,32.590000,30,144,52,220,48,2.392900,134400,NEAR OCEAN
-122.010002,37.279999,22,2038,260,773,281,9.156900,500001,<1H OCEAN
-122.480003,38.310001,19,2398,521,1266,471,2.772700,186800,<1H OCEAN
-118.410004,34.090000,37,2716,302,809,291,15.000100,500001,<1H OCEAN
-119.849998,36.810001,15,1743,310,1011,325,3.755000,68000,INLAND
-122.120003,37.279999,21,349,64,149,56,5.869100,360000,<1H OCEAN
-118.459999,34.270000,28,1865,463,1182,440,2.619300,172300,<1H OCEAN
-120.739998,39.820000,9,1955,398,294,122,3.958300,126500,INLAND
-121.959999,36.970001,23,4324,1034,1844,875,3.077700,263800,NEAR OCEAN
-118.410004,33.889999,31,702,161,236,144,5.049700,500001,<1H OCEAN
-122.199997,37.470001,37,1403,369,1587,331,2.825800,232800,NEAR BAY
-118.180000,33.860001,39,2925,732,1702,642,2.375000,160800,<1H OCEAN
-118.500000,34.189999,35,2720,490,1158,445,5.079600,228300,<1H OCEAN
-121.489998,38.580002,52,569,405,509,367,0.919600,137500,INLAND
-116.860001,33.730000,13,2604,443,978,417,2.933000,170700,INLAND
-118.260002,34.119999,45,2839,698,1768,653,3.130600,214000,<1H OCEAN
-118.309998,34.080002,30,1390,457,1460,423,2.242200,254500,<1H OCEAN
-118.849998,34.209999,25,1328,209,691,228,4.923400,241400,<1H OCEAN
-118.059998,33.990002,45,1471,255,670,250,4.547800,188000,<1H OCEAN
-118.110001,33.869999,15,3254,598,1772,618,5.041700,240800,<1H OCEAN
-118.050003,34.099998,30,2143,427,1107,416,4.232100,252200,INLAND
-118.040001,33.970001,34,1759,431,1282,391,3.049100,158200,<1H OCEAN
-118.150002,33.779999,17,1584,435,904,406,2.087500,181300,NEAR OCEAN
-121.000000,37.680000,29,2911,445,1170,460,4.990400,158100,INLAND
-118.300003,34.049999,42,1476,610,1605,545,1.721000,214300,<1H OCEAN
-118.180000,37.349998,16,3806,794,1501,714,2.121200,108300,INLAND
-118.250000,33.990002,41,2215,544,2054,480,1.527200,100300,<1H OCEAN
-118.440002,33.990002,44,305,72,156,70,5.964100,275000,<1H OCEAN
-117.080002,32.580002,15,1462,274,1002,271,3.969800,142700,NEAR OCEAN
-120.680000,37.470001,33,1028,226,658,197,2.304300,66300,INLAND
-122.459999,37.750000,52,1590,236,622,232,5.815100,500001,NEAR BAY
-117.160004,32.799999,25,1399,329,1308,355,2.568200,187500,NEAR OCEAN
-117.580002,33.650002,4,1606,498,815,426,3.375000,500001,<1H OCEAN
-117.129997,33.139999,5,2618,539,1320,512,4.105300,171400,<1H OCEAN
-121.940002,37.240002,19,1741,294,632,279,5.594400,290500,<1H OCEAN
-117.730003,34.009998,36,2340,392,1213,388,4.125000,213000,INLAND
-117.930000,33.759998,24,3202,703,3308,714,4.157700,174100,<1H OCEAN
-117.720001,33.490002,4,3623,734,1129,530,5.728100,500001,<1H OCEAN
-118.449997,34.029999,41,2083,528,993,481,4.023100,353900,<1H OCEAN
-117.220001,32.740002,41,2621,542,1074,471,2.401600,287500,NEAR OCEAN
-118.360001,34.040001,34,3239,806,2331,765,2.053800,125800,<1H OCEAN
-117.089996,32.700001,15,869,217,887,216,1.458300,84200,NEAR OCEAN
-118.269997,33.790001,26,2109,651,2120,605,2.144700,158700,<1H OCEAN
-122.110001,37.880001,37,4005,614,1602,606,6.466600,348200,NEAR BAY
-118.279999,33.740002,16,855,271,486,250,0.759100,350000,NEAR OCEAN
-117.800003,34.020000,23,3351,591,1535,522,5.086900,230600,<1H OCEAN
-119.290001,36.340000,10,1832,455,1664,429,2.022700,53300,INLAND
-122.180000,37.750000,45,990,261,901,260,2.173100,82000,NEAR BAY
-118.589996,34.230000,17,6592,1525,4459,1463,3.034700,254500,<1H OCEAN
-118.339996,33.939999,37,3107,903,3456,734,2.182000,147500,<1H OCEAN
-116.739998,33.330002,17,4190,946,1802,673,2.474400,158200,INLAND
-117.720001,33.529999,14,1672,295,704,293,5.112900,251300,<1H OCEAN
-118.870003,35.369999,14,2458,433,1352,411,3.544100,87000,INLAND
-122.019997,38.259998,27,3440,787,2085,748,2.589600,104700,INLAND
-124.129997,40.779999,34,2142,420,1056,382,2.110100,86900,NEAR OCEAN
-118.430000,34.230000,35,2049,390,1286,385,4.443200,181500,<1H OCEAN
-118.650002,34.209999,5,5429,665,2315,687,9.646500,500001,<1H OCEAN
-120.900002,39.930000,23,2679,546,1424,529,2.881200,81900,INLAND
-120.360001,40.450001,19,689,143,355,127,1.733300,70000,INLAND
-118.110001,33.790001,36,2223,370,1039,370,5.794200,257000,<1H OCEAN
-121.099998,37.799999,35,1853,331,958,340,3.357800,149000,INLAND
-118.970001,37.639999,14,2284,622,342,137,3.092100,87500,INLAND
-122.660004,38.470001,23,2246,437,1035,386,3.761700,172600,<1H OCEAN
-122.070000,38.410000,17,3053,595,1434,557,3.474100,245800,INLAND
-117.370003,33.939999,14,9286,1269,3565,1238,6.663500,219600,INLAND
-117.440002,33.939999,32,2349,452,1479,425,3.911800,114100,INLAND
-117.279999,33.919998,35,3623,841,2721,766,2.157400,86900,INLAND
-122.389999,37.799999,25,4561,1474,1525,1169,4.558100,500001,NEAR BAY
-121.879997,37.660000,29,2702,680,1360,642,3.112700,233000,INLAND
-122.059998,38.259998,36,1248,221,672,222,3.383900,105900,INLAND
-120.250000,38.029999,21,4924,966,1175,454,2.945700,116500,INLAND
-121.370003,38.410000,14,3727,685,1741,646,3.562500,125700,INLAND
-118.379997,34.209999,35,1468,303,1295,300,3.770800,170600,<1H OCEAN
-122.459999,37.709999,52,1580,337,1425,330,4.054700,246200,NEAR OCEAN
-118.220001,33.860001,16,8732,1489,3944,1493,5.194800,203500,<1H OCEAN
-118.230003,33.889999,16,5003,1180,4145,1159,2.138900,133400,<1H OCEAN
-122.480003,38.320000,31,1701,363,680,324,3.137500,192100,<1H OCEAN
-118.279999,33.990002,46,2577,703,2446,687,1.275000,98300,<1H OCEAN
-117.239998,33.950001,11,6617,1118,3710,1087,4.787700,132600,INLAND
-118.309998,34.020000,46,1976,469,1409,431,2.298100,112100,<1H OCEAN
-118.180000,33.939999,43,2724,612,2340,570,2.700000,165000,<1H OCEAN
-123.110001,39.320000,20,2745,504,1421,430,3.343100,137500,INLAND
-117.230003,32.750000,11,4304,1245,1960,1105,3.345600,159800,NEAR OCEAN
-118.139999,33.939999,35,2987,601,1561,606,4.003900,226500,<1H OCEAN
-118.650002,34.189999,27,2772,511,1346,497,5.201600,243000,<1H OCEAN
-118.559998,34.139999,23,9657,1189,3585,1162,10.439900,500001,<1H OCEAN
-122.440002,37.759998,38,2202,452,833,435,6.893900,455900,NEAR BAY
-122.010002,37.250000,31,1574,193,551,191,10.231100,500001,<1H OCEAN
-118.559998,34.209999,36,1286,242,788,248,3.533300,196800,<1H OCEAN
-122.029999,37.689999,20,200,25,83,31,6.500000,340000,NEAR BAY
-121.379997,38.639999,19,4563,1069,2256,926,2.147200,143400,INLAND
-119.580002,36.689999,42,1032,215,812,225,1.976600,58100,INLAND
-120.809998,38.669998,14,8396,1578,3952,1474,3.056500,118800,INLAND
-120.570000,34.959999,38,1145,297,1107,296,2.177600,89100,NEAR OCEAN
-118.199997,33.900002,26,1000,275,1178,263,2.120000,105000,<1H OCEAN
-117.339996,34.509998,6,5667,1385,2447,1199,2.361700,103100,INLAND
-122.190002,37.779999,49,1183,205,496,209,5.232800,174200,NEAR BAY
-118.300003,34.250000,36,1300,304,688,261,3.152300,176700,<1H OCEAN
-121.690002,38.160000,33,1808,363,824,340,3.293700,96400,INLAND
-122.160004,37.740002,52,771,147,355,144,4.145800,143400,NEAR BAY
-116.540001,33.810001,24,6087,1217,1721,833,3.149300,199400,INLAND
-122.870003,38.610001,23,2676,521,1456,500,3.736100,173700,<1H OCEAN
-120.489998,37.290001,17,2414,594,2487,582,1.095500,62700,INLAND
-118.269997,34.150002,7,2837,776,2287,736,3.008000,229000,<1H OCEAN
-118.739998,34.049999,19,3487,686,2782,584,7.918400,500001,NEAR OCEAN
-122.290001,37.560001,12,6474,1467,2516,1390,5.035300,305800,NEAR BAY
-118.150002,33.869999,29,2690,659,1747,617,3.371300,198200,<1H OCEAN
-118.080002,34.119999,41,1598,280,807,282,5.506700,325000,<1H OCEAN
-118.059998,34.709999,14,2606,514,1228,512,2.576400,150000,INLAND
-117.879997,33.730000,32,1947,355,1786,332,4.572600,177500,<1H OCEAN
-118.180000,33.770000,49,2297,759,1105,629,1.838800,175000,NEAR OCEAN
-121.800003,37.320000,20,2473,476,2228,501,5.681700,224200,<1H OCEAN
-122.339996,37.930000,45,2225,486,1304,459,2.640000,112100,NEAR BAY
-119.949997,38.939999,24,2180,517,755,223,2.587500,173400,INLAND
-120.199997,34.630001,14,2647,515,1487,488,4.451900,227900,NEAR OCEAN
-121.430000,37.740002,40,859,196,427,176,3.578900,110400,INLAND
-122.029999,36.970001,52,403,72,200,73,1.692300,262500,NEAR OCEAN
-122.389999,37.740002,42,4110,846,2147,674,2.569400,201000,NEAR BAY
-117.129997,32.919998,16,1580,241,917,261,4.726600,191100,<1H OCEAN
